Name,StudyHours,Attendance,Result,ResultNumeric
Hash Sharma 574,5.1,75.0,Pass,1
Neel Sharma 575,7.3,98.2,Pass,1
Vivek Mehta 576,4.2,76.3,Fail,0
Miraj Malik 577,5.3,49.2,Fail,0
Utsav Agarwal 578,6.8,70.4,Pass,1
Dev Gupta 579,6.0,94.4,Pass,1
Smit Yadav 580,7.1,95.5,Pass,1
Palav Agarwal 581,6.6,37.5,Fail,0
Parth Malik 582,3.4,58.1,Fail,0
Kunal Shah 583,1.8,82.1,Fail,0
Varun Mehta 584,3.3,72.4,Fail,0
Amit Agarwal 585,6.7,84.8,Pass,1
Rohan Verma 586,4.0,40.9,Fail,0
Varun Joshi 587,8.7,50.5,Fail,0
Jay Patel 588,4.8,76.5,Fail,0
Tushar Gupta 589,9.5,36.8,Fail,0
Kunal Patel 590,7.2,77.5,Pass,1
Manav Mehta 591,5.2,94.6,Pass,1
Palav Sharma 592,2.9,54.4,Fail,0
Amit Desai 593,4.4,77.6,Fail,0
Ansh Yadav 594,9.8,54.3,Fail,0
Sumit Verma 595,6.9,91.9,Pass,1
Ravi Gupta 596,8.7,86.8,Pass,1
Kunal Shah 597,6.5,53.6,Fail,0
Sahil Gupta 598,6.4,57.1,Fail,0
Smit Kapoor 599,1.2,75.5,Fail,0
Rohan Singh 600,9.1,63.8,Fail,0
Rahul Sharma 601,1.6,31.4,Fail,0
Amit Rana 602,8.5,86.9,Pass,1
Bhavesh Chauhan 603,7.9,45.4,Fail,0
Nakul Kapoor 604,1.4,73.8,Fail,0
Harsh Agarwal 605,3.6,67.9,Fail,0
Bhavesh Shah 606,9.6,33.0,Fail,0
Parth Kapoor 607,5.8,92.8,Pass,1
Parth Agarwal 608,2.0,50.2,Fail,0
Utsav Agarwal 609,4.2,92.7,Fail,0
Jay Malik 610,2.4,42.8,Fail,0
Utsav Verma 611,9.1,82.5,Pass,1
Rahul Sharma 612,4.3,32.2,Fail,0
Smit Yadav 613,5.0,89.6,Pass,1
Om Singh 614,3.9,97.6,Fail,0
Raj Desai 615,5.2,44.0,Fail,0
Kunal Gupta 616,7.1,66.2,Fail,0
Ansh Kapoor 617,1.2,64.6,Fail,0
Dharaj Desai 618,3.3,82.2,Fail,0
Hash Yadav 619,4.9,33.0,Fail,0
Varun Sharma 620,4.0,35.7,Fail,0
Kunal Patel 621,0.8,59.2,Fail,0
Yash Sharma 622,1.3,60.3,Fail,0
Chirag Gupta 623,5.1,88.6,Pass,1
Rohan Yadav 624,2.1,47.1,Fail,0
Kunal Singh 625,8.3,87.7,Pass,1
Nakul Patel 626,0.8,70.1,Fail,0
Dev Desai 627,5.5,87.6,Pass,1
Varun Joshi 628,6.5,73.6,Pass,1
Parth Yadav 629,6.7,70.3,Pass,1
Raj Gupta 630,2.4,81.8,Fail,0
Rohan Mehta 631,5.7,39.2,Fail,0
Om Rana 632,6.6,83.4,Pass,1
Rohan Joshi 633,4.7,46.4,Fail,0
Kunal Sharma 634,7.8,41.9,Fail,0
Neel Verma 635,1.0,85.9,Fail,0
Jay Gupta 636,1.3,82.2,Fail,0
Miraj Singh 637,4.8,77.2,Fail,0
Sumit Yadav 638,9.7,70.3,Pass,1
Harsh Patel 639,2.2,77.7,Fail,0
Om Shah 640,9.8,86.7,Pass,1
Varun Desai 641,7.5,71.1,Pass,1
Nakul Joshi 642,0.2,38.6,Fail,0
Raj Gupta 643,5.4,51.2,Fail,0
Neel Patel 644,7.9,61.7,Fail,0
Hash Gupta 645,7.3,81.8,Pass,1
Amit Desai 646,3.6,77.6,Fail,0
Tushar Kapoor 647,0.1,67.7,Fail,0
Dev Gupta 648,1.7,73.7,Fail,0
Neel Patel 649,6.9,50.6,Fail,0
Rahul Joshi 650,4.6,94.2,Fail,0
Miraj Desai 651,5.3,74.7,Pass,1
Parth Yadav 652,6.5,64.2,Fail,0
Smit Agarwal 653,7.7,81.9,Pass,1
Palav Gupta 654,2.6,79.4,Fail,0
Yash Rana 655,1.1,31.7,Fail,0
Bhavesh Rana 656,3.8,50.6,Fail,0
Sahil Sharma 657,0.8,61.2,Fail,0
Harsh Yadav 658,8.9,80.3,Pass,1
Vivek Malik 659,3.1,75.2,Fail,0
Harsh Shah 660,3.2,82.8,Fail,0
Amit Verma 661,3.1,61.8,Fail,0
Om Kapoor 662,1.5,87.4,Fail,0
Bhavesh Chauhan 663,7.7,96.4,Pass,1
Amit Desai 664,5.4,88.3,Pass,1
Neel Malik 665,3.9,85.7,Fail,0
Miraj Shah 666,2.1,61.8,Fail,0
Om Chauhan 667,10.0,97.1,Pass,1
Jay Malik 668,3.2,38.1,Fail,0
Bhavesh Rana 669,9.0,35.4,Fail,0
Rahul Singh 670,0.1,87.3,Fail,0
Chirag Patel 671,1.1,30.2,Fail,0
Arjun Chauhan 672,7.3,66.4,Fail,0
Ansh Chauhan 673,7.6,91.7,Pass,1
Sahil Singh 674,2.6,70.6,Fail,0
Miraj Rana 675,7.9,33.8,Fail,0
Varun Chauhan 676,9.1,67.2,Fail,0
Varun Mehta 677,3.8,35.6,Fail,0
Sahil Patel 678,9.8,56.4,Fail,0
Harsh Desai 679,2.2,54.9,Fail,0
Dharaj Sharma 680,8.0,88.6,Pass,1
Dev Patel 681,6.9,79.8,Pass,1
Tushar Agarwal 682,9.1,72.4,Pass,1
Parth Mehta 683,5.4,79.9,Pass,1
Chirag Chauhan 684,6.8,45.5,Fail,0
Neel Desai 685,5.5,52.1,Fail,0
Harsh Patel 686,3.3,39.0,Fail,0
Hash Verma 687,2.5,87.8,Fail,0
Harsh Gupta 688,8.4,40.7,Fail,0
Palav Sharma 689,9.4,83.7,Pass,1
Neel Yadav 690,1.1,59.1,Fail,0
Dev Yadav 691,6.3,47.2,Fail,0
Nakul Patel 692,4.7,40.1,Fail,0
Miraj Desai 693,8.6,72.4,Pass,1
Varun Gupta 694,6.7,52.2,Fail,0
Rohan Yadav 695,0.2,61.4,Fail,0
Chirag Kapoor 696,9.0,73.3,Pass,1
Hash Sharma 697,5.1,86.6,Pass,1
Palav Joshi 698,5.4,41.5,Fail,0
Amit Kapoor 699,8.3,34.6,Fail,0
Nakul Agarwal 700,2.9,87.3,Fail,0
Sahil Kapoor 701,8.0,53.2,Fail,0
Utsav Agarwal 702,8.9,66.4,Fail,0
Yash Mehta 703,6.6,71.3,Pass,1
Jay Chauhan 704,7.7,37.3,Fail,0
Rohan Gupta 705,1.2,73.6,Fail,0
Harsh Joshi 706,8.2,44.8,Fail,0
Dharaj Agarwal 707,5.8,81.2,Pass,1
Harsh Desai 708,4.3,74.4,Fail,0
Jay Rana 709,2.8,93.4,Fail,0
Yash Kapoor 710,8.8,61.5,Fail,0
Manav Agarwal 711,9.4,31.7,Fail,0
Sumit Gupta 712,0.1,46.7,Fail,0
Jay Gupta 713,5.7,85.2,Pass,1
Om Yadav 714,6.6,64.9,Fail,0
Nakul Patel 715,0.2,57.2,Fail,0
Parth Rana 716,3.9,83.3,Fail,0
Harsh Yadav 717,9.1,67.3,Fail,0
Sahil Chauhan 718,1.6,96.7,Fail,0
Rahul Patel 719,9.9,59.4,Fail,0
Dharaj Gupta 720,4.6,51.7,Fail,0
Neel Malik 721,0.7,74.8,Fail,0
Smit Shah 722,8.0,57.4,Fail,0
Dharaj Kapoor 723,6.0,82.3,Pass,1
Rahul Agarwal 724,1.6,66.3,Fail,0
Harsh Patel 725,3.4,47.4,Fail,0
Om Rana 726,5.4,98.0,Pass,1
Harsh Desai 727,3.9,37.5,Fail,0
Neel Sharma 728,3.9,73.8,Fail,0
Harsh Patel 729,1.8,78.4,Fail,0
Bhavesh Malik 730,2.0,68.7,Fail,0
Nakul Agarwal 731,6.7,83.8,Pass,1
Arjun Sharma 732,0.6,87.6,Fail,0
Ravi Yadav 733,4.2,98.3,Fail,0
Rahul Kapoor 734,6.2,66.6,Fail,0
Palav Shah 735,3.1,71.9,Fail,0
Raj Singh 736,0.8,37.6,Fail,0
Amit Kapoor 737,8.3,90.2,Pass,1
Vivek Shah 738,5.6,87.1,Pass,1
Kunal Verma 739,4.8,38.4,Fail,0
Bhavesh Yadav 740,5.4,64.4,Fail,0
Arjun Sharma 741,3.7,60.3,Fail,0
Sahil Patel 742,9.9,64.2,Fail,0
Varun Patel 743,2.7,75.9,Fail,0
Tushar Agarwal 744,5.7,63.7,Fail,0
Ravi Chauhan 745,4.0,66.6,Fail,0
Bhavesh Joshi 746,5.6,82.5,Pass,1
Smit Kapoor 747,4.2,83.3,Fail,0
Kunal Verma 748,2.6,97.7,Fail,0
Utsav Mehta 749,5.7,55.5,Fail,0
Utsav Patel 750,6.6,52.6,Fail,0
Dharaj Desai 751,1.8,50.3,Fail,0
Dev Singh 752,9.5,85.1,Pass,1
Palav Desai 753,5.8,42.3,Fail,0
Harsh Rana 754,6.6,62.6,Fail,0
Jay Yadav 755,2.7,46.4,Fail,0
Arjun Shah 756,5.5,30.2,Fail,0
Parth Verma 757,4.5,37.0,Fail,0
Jay Kapoor 758,6.2,43.1,Fail,0
Vivek Verma 759,0.1,78.3,Fail,0
Om Yadav 760,5.3,66.6,Fail,0
Smit Verma 761,0.2,68.4,Fail,0
Rahul Gupta 762,3.9,79.3,Fail,0
Sahil Joshi 763,3.6,65.1,Fail,0
Dev Patel 764,9.2,33.6,Fail,0
Harsh Agarwal 765,2.5,68.5,Fail,0
Vivek Singh 766,10.0,72.4,Pass,1
Utsav Patel 767,0.2,30.3,Fail,0
Harsh Patel 768,3.5,83.8,Fail,0
Rahul Desai 769,1.3,83.9,Fail,0
Parth Agarwal 770,8.8,94.1,Pass,1
Manav Joshi 771,0.5,76.6,Fail,0
Dharaj Sharma 772,0.1,41.1,Fail,0
Sumit Verma 773,2.2,49.4,Fail,0
Sumit Singh 774,7.9,38.9,Fail,0
Vivek Singh 775,9.7,89.4,Pass,1
Miraj Desai 776,5.1,34.2,Fail,0
Rohan Mehta 777,8.3,47.1,Fail,0
Tushar Chauhan 778,3.3,51.8,Fail,0
Hash Desai 779,8.6,86.6,Pass,1
Ravi Mehta 780,1.1,56.2,Fail,0
Palav Joshi 781,5.0,70.5,Pass,1
Rohan Patel 782,7.7,32.7,Fail,0
Dharaj Kapoor 783,5.3,57.6,Fail,0
Sahil Sharma 784,6.1,64.0,Fail,0
Raj Chauhan 785,1.0,95.9,Fail,0
Jay Yadav 786,2.4,98.5,Fail,0
Miraj Rana 787,9.6,64.9,Fail,0
Miraj Chauhan 788,8.2,68.3,Fail,0
Utsav Verma 789,9.6,65.9,Fail,0
Tushar Shah 790,5.0,40.1,Fail,0
Tushar Kapoor 791,3.8,83.6,Fail,0
Hash Patel 792,3.0,85.1,Fail,0
Vivek Shah 793,1.1,70.1,Fail,0
Om Sharma 794,2.4,78.8,Fail,0
Hash Kapoor 795,0.3,72.3,Fail,0
Raj Sharma 796,6.4,42.2,Fail,0
Nakul Gupta 797,1.7,54.1,Fail,0
Chirag Patel 798,8.1,31.9,Fail,0
Ravi Agarwal 799,4.8,94.6,Fail,0
Yash Verma 800,9.5,99.6,Pass,1
Nakul Malik 801,5.1,49.1,Fail,0
Nakul Sharma 802,7.9,60.0,Fail,0
Bhavesh Patel 803,4.1,82.6,Fail,0
Yash Joshi 804,7.1,85.4,Pass,1
Rahul Shah 805,6.3,72.6,Pass,1
Manav Rana 806,7.4,80.5,Pass,1
Nakul Chauhan 807,6.3,56.8,Fail,0
Neel Verma 808,5.4,76.1,Pass,1
Ravi Patel 809,7.8,34.9,Fail,0
Kunal Patel 810,0.6,93.6,Fail,0
Ansh Yadav 811,1.1,34.0,Fail,0
Palav Gupta 812,8.4,62.7,Fail,0
Sumit Rana 813,5.6,85.0,Pass,1
Miraj Joshi 814,1.8,54.6,Fail,0
Sumit Joshi 815,5.1,61.3,Fail,0
Raj Mehta 816,3.1,57.3,Fail,0
Hash Agarwal 817,8.4,64.2,Fail,0
Tushar Singh 818,8.4,65.4,Fail,0
Rahul Rana 819,2.0,86.3,Fail,0
Chirag Yadav 820,4.4,54.4,Fail,0
Palav Yadav 821,8.4,90.1,Pass,1
Harsh Rana 822,6.5,86.8,Pass,1
Palav Agarwal 823,3.9,40.6,Fail,0
Rahul Rana 824,5.6,72.0,Pass,1
Hash Patel 825,0.5,78.6,Fail,0
Neel Joshi 826,6.1,89.0,Pass,1
Bhavesh Mehta 827,9.5,44.2,Fail,0
Kunal Desai 828,2.3,37.7,Fail,0
Yash Malik 829,6.9,63.4,Fail,0
Hash Mehta 830,3.7,88.8,Fail,0
Neel Sharma 831,4.9,69.7,Fail,0
Neel Agarwal 832,6.1,87.2,Pass,1
Ansh Desai 833,1.1,58.1,Fail,0
Kunal Singh 834,6.9,72.9,Pass,1
Nakul Agarwal 835,6.6,40.2,Fail,0
Dharaj Shah 836,4.2,65.4,Fail,0
Parth Joshi 837,4.1,81.0,Fail,0
Rohan Gupta 838,7.1,76.8,Pass,1
Jay Shah 839,0.8,44.7,Fail,0
Chirag Yadav 840,4.4,30.4,Fail,0
Tushar Desai 841,2.6,55.5,Fail,0
Dev Rana 842,8.7,32.5,Fail,0
Jay Verma 843,9.1,45.8,Fail,0
Chirag Sharma 844,4.3,80.9,Fail,0
Hash Kapoor 845,3.1,60.2,Fail,0
Jay Sharma 846,5.4,45.5,Fail,0
Ravi Patel 847,5.7,40.7,Fail,0
Kunal Verma 848,5.5,79.3,Pass,1
Dev Chauhan 849,9.5,40.5,Fail,0
Smit Chauhan 850,2.5,89.1,Fail,0
Om Shah 851,5.5,61.3,Fail,0
Amit Malik 852,5.5,34.4,Fail,0
Varun Joshi 853,5.8,62.3,Fail,0
Nakul Desai 854,4.9,90.1,Fail,0
Sahil Chauhan 855,2.9,77.4,Fail,0
Sumit Kapoor 856,9.5,32.2,Fail,0
Dharaj Agarwal 857,3.1,78.8,Fail,0
Ansh Singh 858,7.5,30.5,Fail,0
Jay Kapoor 859,6.7,93.4,Pass,1
Om Agarwal 860,0.5,77.3,Fail,0
Manav Verma 861,2.2,48.0,Fail,0
Miraj Singh 862,4.3,82.4,Fail,0
Ansh Chauhan 863,2.7,44.0,Fail,0
Miraj Gupta 864,1.4,89.7,Fail,0
Dharaj Malik 865,3.6,38.4,Fail,0
Varun Yadav 866,7.5,31.2,Fail,0
Harsh Mehta 867,8.0,38.4,Fail,0
Sahil Gupta 868,7.0,66.1,Fail,0
Om Verma 869,7.1,62.5,Fail,0
Bhavesh Singh 870,2.6,63.5,Fail,0
Ravi Joshi 871,6.3,78.4,Pass,1
Harsh Patel 872,5.6,65.6,Fail,0
Dev Joshi 873,3.9,97.3,Fail,0
Varun Rana 874,0.9,88.7,Fail,0
Om Malik 875,2.5,81.9,Fail,0
Palav Yadav 876,4.7,65.1,Fail,0
Miraj Agarwal 877,8.4,75.2,Pass,1
Parth Shah 878,2.9,72.2,Fail,0
Vivek Kapoor 879,1.3,62.5,Fail,0
Arjun Sharma 880,2.8,76.1,Fail,0
Dharaj Singh 881,5.7,81.5,Pass,1
Varun Kapoor 882,8.1,94.5,Pass,1
Sumit Mehta 883,1.1,79.4,Fail,0
Yash Mehta 884,1.1,61.2,Fail,0
Arjun Shah 885,7.1,81.1,Pass,1
Dharaj Singh 886,0.2,79.3,Fail,0
Harsh Sharma 887,9.4,93.0,Pass,1
Yash Agarwal 888,6.1,53.0,Fail,0
Varun Rana 889,2.0,55.8,Fail,0
Smit Singh 890,5.4,34.0,Fail,0
Ravi Mehta 891,8.2,61.6,Fail,0
Kunal Singh 892,5.8,62.3,Fail,0
Manav Verma 893,5.6,60.3,Fail,0
Miraj Chauhan 894,7.6,45.6,Fail,0
Varun Sharma 895,2.5,74.3,Fail,0
Neel Verma 896,8.1,78.0,Pass,1
Arjun Gupta 897,1.1,76.5,Fail,0
Amit Sharma 898,4.5,58.2,Fail,0
Sumit Joshi 899,5.3,67.8,Fail,0
Tushar Rana 900,7.7,87.6,Pass,1
Vivek Verma 901,2.8,49.5,Fail,0
Rahul Verma 902,6.8,81.1,Pass,1
Rohan Kapoor 903,7.6,79.8,Pass,1
Jay Yadav 904,2.3,74.5,Fail,0
Chirag Malik 905,8.3,84.1,Pass,1
Ravi Rana 906,8.1,99.4,Pass,1
Rohan Patel 907,2.3,45.9,Fail,0
Chirag Patel 908,5.4,37.7,Fail,0
Raj Sharma 909,1.3,62.2,Fail,0
Kunal Shah 910,9.0,63.9,Fail,0
Dharaj Desai 911,9.5,86.8,Pass,1
Rohan Chauhan 912,3.6,59.3,Fail,0
Manav Sharma 913,1.8,70.3,Fail,0
Ravi Patel 914,7.6,99.9,Pass,1
Dev Gupta 915,6.9,34.3,Fail,0
Rahul Desai 916,7.2,46.0,Fail,0
Sumit Verma 917,9.9,72.6,Pass,1
Arjun Desai 918,6.4,58.9,Fail,0
Manav Desai 919,4.3,77.2,Fail,0
Dev Gupta 920,7.3,80.2,Pass,1
Smit Agarwal 921,9.2,56.9,Fail,0
Yash Mehta 922,9.3,94.1,Pass,1
Neel Yadav 923,0.2,32.0,Fail,0
Bhavesh Kapoor 924,8.6,67.4,Fail,0
Ansh Chauhan 925,7.2,51.9,Fail,0
Hash Desai 926,2.7,52.1,Fail,0
Vivek Joshi 927,3.8,81.6,Fail,0
Yash Joshi 928,1.0,51.8,Fail,0
Arjun Chauhan 929,8.5,72.7,Pass,1
Utsav Patel 930,5.1,64.7,Fail,0
Yash Sharma 931,0.7,40.4,Fail,0
Rahul Verma 932,3.5,79.9,Fail,0
Sahil Chauhan 933,5.0,60.2,Fail,0
Utsav Malik 934,6.4,73.9,Pass,1
Vivek Singh 935,5.7,87.3,Pass,1
Kunal Kapoor 936,7.0,53.8,Fail,0
Dev Desai 937,8.7,91.7,Pass,1
Rahul Malik 938,2.9,66.7,Fail,0
Utsav Yadav 939,2.1,79.1,Fail,0
Smit Rana 940,6.6,55.0,Fail,0
Om Patel 941,2.1,31.1,Fail,0
Dev Mehta 942,6.9,98.0,Pass,1
Manav Desai 943,7.1,55.6,Fail,0
Vivek Sharma 944,8.0,67.5,Fail,0
Raj Chauhan 945,1.9,88.2,Fail,0
Nakul Gupta 946,5.7,75.8,Pass,1
Amit Gupta 947,8.9,63.9,Fail,0
Dev Joshi 948,3.4,64.5,Fail,0
Dharaj Desai 949,4.3,51.7,Fail,0
Nakul Mehta 950,7.0,33.8,Fail,0
Tushar Mehta 951,0.7,46.9,Fail,0
Smit Rana 952,2.3,64.3,Fail,0
Ravi Desai 953,6.3,86.4,Pass,1
Ansh Kapoor 954,7.6,94.7,Pass,1
Tushar Sharma 955,8.6,69.2,Fail,0
Dev Mehta 956,3.6,52.1,Fail,0
Parth Chauhan 957,1.8,36.6,Fail,0
Utsav Gupta 958,2.0,82.8,Fail,0
Tushar Chauhan 959,7.6,89.9,Pass,1
Ansh Yadav 960,4.5,91.9,Fail,0
Om Chauhan 961,3.3,41.0,Fail,0
Bhavesh Verma 962,8.2,77.5,Pass,1
Kunal Yadav 963,6.0,72.3,Pass,1
Dharaj Singh 964,3.6,39.8,Fail,0
Nakul Patel 965,9.6,94.1,Pass,1
Miraj Rana 966,6.7,43.8,Fail,0
Parth Agarwal 967,6.1,36.9,Fail,0
Palav Verma 968,4.9,78.5,Fail,0
Hash Chauhan 969,3.3,53.3,Fail,0
Hash Kapoor 970,0.8,58.2,Fail,0
Parth Yadav 971,2.6,32.0,Fail,0
Kunal Malik 972,2.4,79.2,Fail,0
Kunal Mehta 973,0.6,50.0,Fail,0
Vivek Gupta 974,4.3,39.0,Fail,0
Rohan Kapoor 975,5.7,65.1,Fail,0
Ansh Kapoor 976,1.1,84.8,Fail,0
Rahul Desai 977,0.3,61.0,Fail,0
Chirag Chauhan 978,5.7,51.8,Fail,0
Palav Patel 979,5.4,39.5,Fail,0
Kunal Malik 980,0.8,83.8,Fail,0
Sumit Chauhan 981,5.5,60.1,Fail,0
Palav Chauhan 982,1.8,96.8,Fail,0
Amit Mehta 983,9.9,67.0,Fail,0
Jay Yadav 984,6.0,65.1,Fail,0
Jay Kapoor 985,1.9,30.6,Fail,0
Raj Joshi 986,6.0,50.4,Fail,0
Harsh Malik 987,7.6,59.0,Fail,0
Sahil Mehta 988,0.2,53.6,Fail,0
Miraj Singh 989,3.7,62.3,Fail,0
Sumit Desai 990,9.1,93.0,Pass,1
Rohan Kapoor 991,7.3,70.6,Pass,1
Utsav Gupta 992,7.7,82.0,Pass,1
Kunal Shah 993,2.6,71.1,Fail,0
Nakul Yadav 994,9.9,99.7,Pass,1
Sahil Joshi 995,2.9,52.0,Fail,0
Ravi Gupta 996,0.5,80.0,Fail,0
Varun Malik 997,8.8,52.6,Fail,0
Smit Yadav 998,5.8,84.8,Pass,1
Raj Joshi 999,3.9,47.3,Fail,0
Harsh Yadav 1000,4.8,52.0,Fail,0
Sahil Kapoor 1001,3.4,78.8,Fail,0
Sumit Joshi 1002,3.4,59.4,Fail,0
Manav Sharma 1003,9.0,31.0,Fail,0
Yash Singh 1004,0.4,37.7,Fail,0
Tushar Singh 1005,8.7,51.5,Fail,0
Vivek Malik 1006,5.5,53.1,Fail,0
Hash Verma 1007,9.3,71.0,Pass,1
Rahul Kapoor 1008,2.2,70.0,Fail,0
Varun Verma 1009,0.6,80.6,Fail,0
Amit Rana 1010,1.9,71.6,Fail,0
Neel Desai 1011,0.7,61.7,Fail,0
Miraj Singh 1012,4.7,86.7,Fail,0
Utsav Sharma 1013,4.9,66.5,Fail,0
Bhavesh Malik 1014,3.3,96.8,Fail,0
Jay Joshi 1015,5.0,87.9,Pass,1
Om Malik 1016,1.4,33.5,Fail,0
Varun Agarwal 1017,7.7,70.5,Pass,1
Rohan Malik 1018,3.7,66.8,Fail,0
Ansh Joshi 1019,1.5,54.6,Fail,0
Nakul Agarwal 1020,9.4,43.1,Fail,0
Arjun Desai 1021,9.8,87.7,Pass,1
Raj Chauhan 1022,9.4,68.0,Fail,0
Arjun Verma 1023,8.2,52.0,Fail,0
Ansh Desai 1024,0.2,44.9,Fail,0
Hash Patel 1025,7.6,93.4,Pass,1
Tushar Verma 1026,1.8,39.8,Fail,0
Nakul Kapoor 1027,1.2,84.4,Fail,0
Hash Singh 1028,0.6,33.1,Fail,0
Rahul Kapoor 1029,4.8,74.1,Fail,0
Sumit Shah 1030,7.2,94.6,Pass,1
Tushar Yadav 1031,6.7,39.1,Fail,0
Om Shah 1032,3.7,50.8,Fail,0
Miraj Joshi 1033,7.8,87.5,Pass,1
Ansh Gupta 1034,1.2,60.4,Fail,0
Manav Verma 1035,9.9,35.7,Fail,0
Tushar Malik 1036,2.9,60.8,Fail,0
Tushar Malik 1037,0.2,82.3,Fail,0
Chirag Verma 1038,4.2,36.5,Fail,0
Dharaj Rana 1039,4.7,44.9,Fail,0
Bhavesh Kapoor 1040,3.9,36.3,Fail,0
Utsav Chauhan 1041,5.3,30.7,Fail,0
Rahul Yadav 1042,2.2,78.5,Fail,0
Nakul Rana 1043,4.9,37.6,Fail,0
Hash Rana 1044,5.0,83.4,Pass,1
Smit Chauhan 1045,4.4,93.4,Fail,0
Harsh Gupta 1046,4.2,98.6,Fail,0
Varun Shah 1047,2.8,63.6,Fail,0
Rahul Gupta 1048,2.7,40.3,Fail,0
Manav Chauhan 1049,4.1,37.3,Fail,0
Jay Joshi 1050,0.5,91.1,Fail,0
Smit Patel 1051,6.1,91.2,Pass,1
Hash Yadav 1052,3.8,98.5,Fail,0
Rahul Desai 1053,7.4,37.2,Fail,0
Jay Desai 1054,3.7,59.4,Fail,0
Raj Chauhan 1055,0.5,76.7,Fail,0
Harsh Malik 1056,0.3,92.6,Fail,0
Nakul Kapoor 1057,0.8,54.0,Fail,0
Om Desai 1058,8.2,79.0,Pass,1
Rahul Yadav 1059,1.0,56.0,Fail,0
Miraj Yadav 1060,3.9,43.6,Fail,0
Yash Desai 1061,5.9,86.9,Pass,1
Sumit Desai 1062,5.0,36.6,Fail,0
Ravi Verma 1063,6.0,61.9,Fail,0
Jay Desai 1064,2.6,32.9,Fail,0
Vivek Chauhan 1065,6.6,59.1,Fail,0
Sumit Chauhan 1066,4.3,75.3,Fail,0
Arjun Agarwal 1067,6.8,75.9,Pass,1
Utsav Joshi 1068,3.2,90.5,Fail,0
Palav Desai 1069,8.4,43.4,Fail,0
Bhavesh Verma 1070,5.4,47.0,Fail,0
Varun Malik 1071,2.2,36.8,Fail,0
Kunal Shah 1072,9.2,56.2,Fail,0
Parth Chauhan 1073,2.0,47.6,Fail,0
Rahul Mehta 1074,9.3,79.9,Pass,1
Amit Joshi 1075,2.1,53.5,Fail,0
Ravi Agarwal 1076,5.0,37.7,Fail,0
Vivek Desai 1077,0.3,30.9,Fail,0
Vivek Chauhan 1078,6.0,54.1,Fail,0
Ansh Yadav 1079,0.6,97.2,Fail,0
Sumit Verma 1080,3.0,42.6,Fail,0
Ansh Mehta 1081,3.3,65.4,Fail,0
Hash Mehta 1082,9.3,83.5,Pass,1
Manav Rana 1083,6.8,69.1,Fail,0
Amit Shah 1084,3.3,30.6,Fail,0
Palav Singh 1085,8.1,75.2,Pass,1
Dev Patel 1086,6.9,37.3,Fail,0
Jay Patel 1087,4.1,85.8,Fail,0
Ansh Malik 1088,7.9,42.0,Fail,0
Ravi Agarwal 1089,8.9,50.0,Fail,0
Dev Sharma 1090,2.1,78.7,Fail,0
Sumit Verma 1091,3.2,51.8,Fail,0
Hash Verma 1092,8.4,66.6,Fail,0
Kunal Yadav 1093,4.4,90.8,Fail,0
Smit Desai 1094,6.1,87.9,Pass,1
Sahil Yadav 1095,5.6,35.2,Fail,0
Rahul Patel 1096,7.4,96.4,Pass,1
Rohan Gupta 1097,8.9,43.8,Fail,0
Kunal Joshi 1098,2.3,98.8,Fail,0
Jay Sharma 1099,0.9,88.1,Fail,0
Om Agarwal 1100,3.8,35.7,Fail,0
Amit Chauhan 1101,4.3,75.9,Fail,0
Utsav Yadav 1102,6.6,41.2,Fail,0
Bhavesh Rana 1103,1.2,90.3,Fail,0
Rahul Singh 1104,6.6,70.0,Pass,1
Tushar Gupta 1105,5.2,38.9,Fail,0
Ravi Desai 1106,2.4,63.1,Fail,0
Palav Agarwal 1107,6.2,80.1,Pass,1
Sumit Yadav 1108,2.3,41.4,Fail,0
Bhavesh Mehta 1109,2.3,75.3,Fail,0
Bhavesh Verma 1110,7.9,80.3,Pass,1
Jay Singh 1111,1.4,71.8,Fail,0
Kunal Shah 1112,3.5,96.7,Fail,0
Arjun Shah 1113,2.5,89.6,Fail,0
Palav Patel 1114,9.7,71.0,Pass,1
Smit Patel 1115,3.8,51.6,Fail,0
Bhavesh Patel 1116,6.2,56.9,Fail,0
Ansh Verma 1117,8.5,69.1,Fail,0
Nakul Joshi 1118,2.0,59.3,Fail,0
Kunal Yadav 1119,1.7,56.0,Fail,0
Miraj Chauhan 1120,8.9,99.3,Pass,1
Jay Chauhan 1121,9.7,35.3,Fail,0
Rahul Desai 1122,4.2,68.8,Fail,0
Raj Kapoor 1123,7.6,34.5,Fail,0
Om Patel 1124,5.8,89.0,Pass,1
Kunal Patel 1125,9.1,37.6,Fail,0
Amit Patel 1126,3.2,39.3,Fail,0
Amit Chauhan 1127,3.9,55.0,Fail,0
Sahil Chauhan 1128,3.6,73.6,Fail,0
Chirag Patel 1129,9.5,79.1,Pass,1
Neel Patel 1130,1.3,61.9,Fail,0
Yash Mehta 1131,7.8,94.4,Pass,1
Parth Shah 1132,5.2,74.5,Pass,1
Manav Gupta 1133,5.1,47.6,Fail,0
Nakul Patel 1134,9.5,79.1,Pass,1
Ansh Kapoor 1135,0.1,40.5,Fail,0
Manav Desai 1136,8.8,86.5,Pass,1
Om Mehta 1137,6.1,68.2,Fail,0
Hash Verma 1138,9.7,53.0,Fail,0
Sumit Chauhan 1139,6.8,98.4,Pass,1
